 ID,Date,Parameter,Value/Valeur,Qualifier/Qualificatif,Symbol/Symbole,Approval/Approbation,Grade/Classification,Qualifiers/Qualificatifs
08MF073,2025-05-08 23:50:00+00:00,H.obs,8.051,,,Provisional/Provisoire,,
08MF073,2025-05-08 23:55:00+00:00,H.obs,8.054,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:00:00+00:00,H.obs,8.05,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:05:00+00:00,H.obs,8.056,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:10:00+00:00,H.obs,8.05,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:15:00+00:00,H.obs,8.053,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:20:00+00:00,H.obs,8.054,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:25:00+00:00,H.obs,8.051,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:30:00+00:00,H.obs,8.054,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:35:00+00:00,H.obs,8.057,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:40:00+00:00,H.obs,8.049,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:45:00+00:00,H.obs,8.048,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:50:00+00:00,H.obs,8.056,,,Provisional/Provisoire,,
08MF073,2025-05-09 00:55:00+00:00,H.obs,8.051,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:00:00+00:00,H.obs,8.051,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:05:00+00:00,H.obs,8.053,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:10:00+00:00,H.obs,8.049,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:15:00+00:00,H.obs,8.043,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:20:00+00:00,H.obs,8.046,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:25:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:30:00+00:00,H.obs,8.044,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:35:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:40:00+00:00,H.obs,8.049,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:45:00+00:00,H.obs,8.043,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:50:00+00:00,H.obs,8.048,,,Provisional/Provisoire,,
08MF073,2025-05-09 01:55:00+00:00,H.obs,8.05,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:00:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:05:00+00:00,H.obs,8.047,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:10:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:15:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:20:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:25:00+00:00,H.obs,8.044,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:30:00+00:00,H.obs,8.049,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:35:00+00:00,H.obs,8.048,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:40:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:45:00+00:00,H.obs,8.043,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:50:00+00:00,H.obs,8.042,,,Provisional/Provisoire,,
08MF073,2025-05-09 02:55:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:00:00+00:00,H.obs,8.047,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:05:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:10:00+00:00,H.obs,8.048,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:15:00+00:00,H.obs,8.041,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:20:00+00:00,H.obs,8.043,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:25:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:30:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:35:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:40:00+00:00,H.obs,8.044,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:45:00+00:00,H.obs,8.043,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:50:00+00:00,H.obs,8.042,,,Provisional/Provisoire,,
08MF073,2025-05-09 03:55:00+00:00,H.obs,8.041,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:00:00+00:00,H.obs,8.041,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:05:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:10:00+00:00,H.obs,8.041,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:15:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:20:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:25:00+00:00,H.obs,8.046,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:30:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:35:00+00:00,H.obs,8.035,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:40:00+00:00,H.obs,8.045,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:45:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:50:00+00:00,H.obs,8.042,,,Provisional/Provisoire,,
08MF073,2025-05-09 04:55:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:00:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:05:00+00:00,H.obs,8.039,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:10:00+00:00,H.obs,8.039,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:15:00+00:00,H.obs,8.037,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:20:00+00:00,H.obs,8.04,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:25:00+00:00,H.obs,8.033,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:30:00+00:00,H.obs,8.037,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:35:00+00:00,H.obs,8.042,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:40:00+00:00,H.obs,8.034,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:45:00+00:00,H.obs,8.039,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:50:00+00:00,H.obs,8.032,,,Provisional/Provisoire,,
08MF073,2025-05-09 05:55:00+00:00,H.obs,8.036,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:00:00+00:00,H.obs,8.035,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:05:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:10:00+00:00,H.obs,8.03,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:15:00+00:00,H.obs,8.036,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:20:00+00:00,H.obs,8.03,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:25:00+00:00,H.obs,8.03,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:30:00+00:00,H.obs,8.031,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:35:00+00:00,H.obs,8.035,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:40:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:45:00+00:00,H.obs,8.038,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:50:00+00:00,H.obs,8.025,,,Provisional/Provisoire,,
08MF073,2025-05-09 06:55:00+00:00,H.obs,8.028,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:00:00+00:00,H.obs,8.023,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:05:00+00:00,H.obs,8.032,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:10:00+00:00,H.obs,8.023,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:15:00+00:00,H.obs,8.033,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:20:00+00:00,H.obs,8.035,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:25:00+00:00,H.obs,8.022,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:30:00+00:00,H.obs,8.033,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:35:00+00:00,H.obs,8.028,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:40:00+00:00,H.obs,8.026,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:45:00+00:00,H.obs,8.031,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:50:00+00:00,H.obs,8.029,,,Provisional/Provisoire,,
08MF073,2025-05-09 07:55:00+00:00,H.obs,8.024,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:00:00+00:00,H.obs,8.035,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:05:00+00:00,H.obs,8.019,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:10:00+00:00,H.obs,8.025,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:15:00+00:00,H.obs,8.026,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:20:00+00:00,H.obs,8.031,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:25:00+00:00,H.obs,8.021,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:30:00+00:00,H.obs,8.028,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:35:00+00:00,H.obs,8.026,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:40:00+00:00,H.obs,8.03,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:45:00+00:00,H.obs,8.026,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:50:00+00:00,H.obs,8.025,,,Provisional/Provisoire,,
08MF073,2025-05-09 08:55:00+00:00,H.obs,8.022,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:00:00+00:00,H.obs,8.025,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:05:00+00:00,H.obs,8.028,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:10:00+00:00,H.obs,8.024,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:15:00+00:00,H.obs,8.015,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:20:00+00:00,H.obs,8.024,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:25:00+00:00,H.obs,8.03,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:30:00+00:00,H.obs,8.02,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:35:00+00:00,H.obs,8.024,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:40:00+00:00,H.obs,8.022,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:45:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:50:00+00:00,H.obs,8.019,,,Provisional/Provisoire,,
08MF073,2025-05-09 09:55:00+00:00,H.obs,8.018,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:00:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:05:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:10:00+00:00,H.obs,8.024,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:15:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:20:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:25:00+00:00,H.obs,8.02,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:30:00+00:00,H.obs,8.015,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:35:00+00:00,H.obs,8.013,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:40:00+00:00,H.obs,8.019,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:45:00+00:00,H.obs,8.019,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:50:00+00:00,H.obs,8.014,,,Provisional/Provisoire,,
08MF073,2025-05-09 10:55:00+00:00,H.obs,8.009,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:00:00+00:00,H.obs,8.009,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:05:00+00:00,H.obs,8.021,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:10:00+00:00,H.obs,8.017,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:15:00+00:00,H.obs,8.013,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:20:00+00:00,H.obs,8.013,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:25:00+00:00,H.obs,8.013,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:30:00+00:00,H.obs,8.018,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:35:00+00:00,H.obs,8.011,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:40:00+00:00,H.obs,8.007,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:45:00+00:00,H.obs,8.01,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:50:00+00:00,H.obs,8.01,,,Provisional/Provisoire,,
08MF073,2025-05-09 11:55:00+00:00,H.obs,8.012,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:00:00+00:00,H.obs,8.013,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:05:00+00:00,H.obs,8.012,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:10:00+00:00,H.obs,8.009,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:15:00+00:00,H.obs,8.008,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:20:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:25:00+00:00,H.obs,8.006,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:30:00+00:00,H.obs,8.012,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:35:00+00:00,H.obs,8.007,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:40:00+00:00,H.obs,8.003,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:45:00+00:00,H.obs,8.012,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:50:00+00:00,H.obs,8.008,,,Provisional/Provisoire,,
08MF073,2025-05-09 12:55:00+00:00,H.obs,8.006,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:00:00+00:00,H.obs,8.006,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:05:00+00:00,H.obs,8.005,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:10:00+00:00,H.obs,8.003,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:15:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:20:00+00:00,H.obs,8.005,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:25:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:30:00+00:00,H.obs,8.01,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:35:00+00:00,H.obs,8.006,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:40:00+00:00,H.obs,8.008,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:45:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:50:00+00:00,H.obs,8.007,,,Provisional/Provisoire,,
08MF073,2025-05-09 13:55:00+00:00,H.obs,8.002,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:00:00+00:00,H.obs,8.001,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:05:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:10:00+00:00,H.obs,8.003,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:15:00+00:00,H.obs,8.005,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:20:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:25:00+00:00,H.obs,8.007,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:30:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:35:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:40:00+00:00,H.obs,8.008,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:45:00+00:00,H.obs,8.0,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:50:00+00:00,H.obs,8.0,,,Provisional/Provisoire,,
08MF073,2025-05-09 14:55:00+00:00,H.obs,8.004,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:00:00+00:00,H.obs,7.997,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:05:00+00:00,H.obs,7.999,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:10:00+00:00,H.obs,7.999,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:15:00+00:00,H.obs,7.995,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:20:00+00:00,H.obs,8.002,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:25:00+00:00,H.obs,8.006,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:30:00+00:00,H.obs,7.997,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:35:00+00:00,H.obs,7.999,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:40:00+00:00,H.obs,7.994,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:45:00+00:00,H.obs,7.997,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:50:00+00:00,H.obs,7.994,,,Provisional/Provisoire,,
08MF073,2025-05-09 15:55:00+00:00,H.obs,7.997,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:00:00+00:00,H.obs,7.999,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:05:00+00:00,H.obs,7.999,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:10:00+00:00,H.obs,7.994,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:15:00+00:00,H.obs,7.998,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:20:00+00:00,H.obs,7.993,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:25:00+00:00,H.obs,7.998,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:30:00+00:00,H.obs,7.996,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:35:00+00:00,H.obs,7.991,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:40:00+00:00,H.obs,7.987,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:45:00+00:00,H.obs,7.993,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:50:00+00:00,H.obs,7.988,,,Provisional/Provisoire,,
08MF073,2025-05-09 16:55:00+00:00,H.obs,7.996,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:00:00+00:00,H.obs,7.989,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:05:00+00:00,H.obs,7.994,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:10:00+00:00,H.obs,8.0,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:15:00+00:00,H.obs,7.99,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:20:00+00:00,H.obs,7.989,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:25:00+00:00,H.obs,7.997,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:30:00+00:00,H.obs,7.993,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:35:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:40:00+00:00,H.obs,7.991,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:45:00+00:00,H.obs,7.99,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:50:00+00:00,H.obs,7.992,,,Provisional/Provisoire,,
08MF073,2025-05-09 17:55:00+00:00,H.obs,7.992,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:00:00+00:00,H.obs,7.988,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:05:00+00:00,H.obs,7.994,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:10:00+00:00,H.obs,7.985,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:15:00+00:00,H.obs,7.988,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:20:00+00:00,H.obs,7.99,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:25:00+00:00,H.obs,7.988,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:30:00+00:00,H.obs,7.992,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:35:00+00:00,H.obs,7.991,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:40:00+00:00,H.obs,7.985,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:45:00+00:00,H.obs,7.992,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:50:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 18:55:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:00:00+00:00,H.obs,7.99,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:05:00+00:00,H.obs,7.991,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:10:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:15:00+00:00,H.obs,7.987,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:20:00+00:00,H.obs,7.993,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:25:00+00:00,H.obs,7.985,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:30:00+00:00,H.obs,7.988,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:35:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:40:00+00:00,H.obs,7.986,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:45:00+00:00,H.obs,7.984,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:50:00+00:00,H.obs,7.985,,,Provisional/Provisoire,,
08MF073,2025-05-09 19:55:00+00:00,H.obs,7.989,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:00:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:05:00+00:00,H.obs,7.99,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:10:00+00:00,H.obs,7.984,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:15:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:20:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:25:00+00:00,H.obs,7.973,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:30:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:35:00+00:00,H.obs,7.965,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:40:00+00:00,H.obs,7.964,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:45:00+00:00,H.obs,7.974,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:50:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-09 20:55:00+00:00,H.obs,7.969,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:00:00+00:00,H.obs,7.958,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:05:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:10:00+00:00,H.obs,7.969,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:15:00+00:00,H.obs,7.959,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:20:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:25:00+00:00,H.obs,7.968,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:30:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:35:00+00:00,H.obs,7.969,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:40:00+00:00,H.obs,7.963,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:45:00+00:00,H.obs,7.968,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:50:00+00:00,H.obs,7.97,,,Provisional/Provisoire,,
08MF073,2025-05-09 21:55:00+00:00,H.obs,7.97,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:00:00+00:00,H.obs,7.957,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:05:00+00:00,H.obs,7.964,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:10:00+00:00,H.obs,7.97,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:15:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:20:00+00:00,H.obs,7.973,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:25:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:30:00+00:00,H.obs,7.971,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:35:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:40:00+00:00,H.obs,7.981,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:45:00+00:00,H.obs,7.982,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:50:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 22:55:00+00:00,H.obs,7.982,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:00:00+00:00,H.obs,7.982,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:05:00+00:00,H.obs,7.985,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:10:00+00:00,H.obs,7.981,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:15:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:20:00+00:00,H.obs,7.981,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:25:00+00:00,H.obs,7.978,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:30:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:35:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:40:00+00:00,H.obs,7.98,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:45:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:50:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-09 23:55:00+00:00,H.obs,7.974,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:00:00+00:00,H.obs,7.981,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:05:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:10:00+00:00,H.obs,7.971,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:15:00+00:00,H.obs,7.984,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:20:00+00:00,H.obs,7.979,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:25:00+00:00,H.obs,7.975,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:30:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:35:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:40:00+00:00,H.obs,7.972,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:45:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:50:00+00:00,H.obs,7.976,,,Provisional/Provisoire,,
08MF073,2025-05-10 00:55:00+00:00,H.obs,7.974,,,Provisional/Provisoire,,
